334.69999999999993,334.69999999999993,334.69999999999993,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.38,4.38,0.3,0.3,0.3,0.3,0.3,0.3
3.4,3.4,3.4,6.5,6.5,6.5,0.58,0.58,0.58,0.3,0.3,0.58,0.58,1.0,0.3,0.3,0.3,0.3,0.3
1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.8599999999999999,0.8599999999999999,1.0,3.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.699999999999999,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
1.2,1.2,1.2,0.3,0.3,0.3,0.3,0.3,0.3,4.9,4.9,0.66,0.66,0.3,0.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.699999999999999,0.3,0.3,0.3,0.3
0.3,0.3,0.3,5.25,5.25,5.25,0.58,0.58,0.58,0.3,0.3,0.3,0.3,5.2,3.3,3.9000000000000004,3.9000000000000004,3.9000000000000004,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.65,0.65,0.65,0.58,0.58,0.58,0.3,0.3,0.3,0.3,8.0,6.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,30.299999999999997,30.299999999999997,30.299999999999997,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.0,7.8,7.8,7.8,0.3
0.3,0.3,0.3,3.3,3.3,3.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.6999999999999997,0.3,30.299999999999997,30.299999999999997,30.299999999999997,0.3











































































































































































